review_id,customer_name,age,brand,model,price_usd,currency,exchange_rate_to_usd,rating,sentiment,country,language,review_date,verified_purchase,battery_life_rating,camera_rating,performance_rating,design_rating,display_rating,helpful_votes,source
10813,Kevin Morales,38,OnePlus,OnePlus Nord 3,669.4,CAD,1.38,2.0,Negative,Canada,English,2023-01-19,True,2,1,1,4,2,1,eBay
10814,Paula Brookes,18,OnePlus,OnePlus 12,468.48,GBP,0.78,5.0,Positive,UK,English,2024-05-27,True,3,4,4,2,5,7,BestBuy
10815,Odika Uppal,18,Apple,iPhone 15 Pro,1021.96,INR,83.0,4.0,Positive,India,Hindi,2023-11-20,True,3,4,2,3,4,7,AliExpress
10816,Erika Kramer,26,Apple,iPhone SE,1242.64,EUR,0.93,5.0,Positive,Germany,German,2025-05-01,True,5,5,4,4,5,8,Amazon
10817,Ing. Gretl Wesack,18,OnePlus,OnePlus Nord 3,857.34,EUR,0.93,4.0,Positive,Germany,German,2025-07-17,True,3,4,5,3,3,8,BestBuy
10818,Ing. Mirko Jäntsch,23,Apple,iPhone SE,1177.6,EUR,0.93,2.0,Neutral,Germany,German,2023-03-01,True,1,1,1,1,1,2,eBay
10819,Mathew Wilson,26,OnePlus,OnePlus 11R,982.2,GBP,0.78,4.0,Positive,UK,English,2024-12-19,True,4,4,2,4,4,5,AliExpress
10820,Andrea Miller,32,Samsung,Galaxy S24,1242.05,AED,3.67,1.0,Negative,UAE,English,2023-11-02,True,1,2,1,1,1,1,Amazon
10821,Carolina da Mata,18,OnePlus,OnePlus 11R,555.35,BRL,5.7,3.0,Neutral,Brazil,Portuguese,2025-09-16,False,3,3,3,1,1,1,eBay
10822,Bradley Read,29,Google,Pixel 8,778.99,GBP,0.78,2.0,Negative,UK,English,2025-05-04,True,1,3,1,2,1,0,AliExpress
10823,Brooke Lane,23,Apple,iPhone 13,875.13,USD,1.0,4.0,Positive,USA,English,2024-03-09,False,3,3,4,3,4,6,BestBuy
10824,Amaira Mistry,39,Realme,Realme 12 Pro,311.3,INR,83.0,3.0,Positive,India,Hindi,2025-01-22,True,1,2,3,2,3,3,AliExpress
10825,Anmol Ahluwalia,22,Realme,Realme Narzo 70,549.16,INR,83.0,3.0,Neutral,India,Hindi,2025-04-01,True,4,1,2,2,1,4,BestBuy
10826,Hanne Kambs,19,Realme,Realme 12 Pro,252.13,EUR,0.93,3.0,Positive,Germany,German,2025-02-13,True,3,4,3,4,4,3,Amazon
10827,Jared Macias,30,Apple,iPhone 14,713.92,AUD,1.53,4.0,Positive,Australia,English,2025-04-10,True,3,5,4,3,4,10,Flipkart
10828,João Vitor Novais,18,Samsung,Galaxy A55,844.27,BRL,5.7,1.0,Negative,Brazil,Portuguese,2024-12-11,True,1,1,2,2,1,1,eBay
10829,Prof. Aleksandra Seifert MBA.,34,Samsung,Galaxy Note 20,461.5,EUR,0.93,5.0,Positive,Germany,German,2023-11-04,False,5,3,5,4,4,10,Flipkart
10830,Maxwell Nunez,45,Google,Pixel 6,901.55,CAD,1.38,4.0,Positive,Canada,English,2024-11-01,True,3,3,4,5,1,5,BestBuy
10831,David Armstrong,25,Google,Pixel 6,808.53,AUD,1.53,1.0,Negative,Australia,English,2023-09-06,True,1,1,2,1,1,2,BestBuy
10832,Andrew Wright,31,Samsung,Galaxy Z Flip,604.24,AED,3.67,5.0,Positive,UAE,English,2023-06-08,True,4,5,5,4,3,7,eBay
10833,Justin Wyatt,31,Motorola,Moto G Power,795.24,USD,1.0,2.0,Negative,USA,English,2024-09-27,True,2,1,1,1,1,3,Flipkart
10834,Cameron Medina,27,Motorola,Moto G Power,550.04,USD,1.0,4.0,Positive,USA,English,2024-09-14,False,4,2,4,3,2,7,eBay
10835,Riya Saran,31,Samsung,Galaxy Z Flip,905.38,INR,83.0,2.0,Negative,India,Hindi,2024-10-02,True,3,3,2,2,2,1,BestBuy
10836,Michael Ross,39,OnePlus,OnePlus Nord 3,669.4,AUD,1.53,1.0,Negative,Australia,English,2023-01-19,True,1,1,1,1,1,2,AliExpress
10837,Angela Martinez,18,Google,Pixel 8,578.23,CAD,1.38,4.0,Positive,Canada,English,2023-08-12,True,4,4,3,3,4,4,BestBuy
10838,Carla Roberson,21,OnePlus,OnePlus 11R,539.64,AUD,1.53,4.0,Positive,Australia,English,2023-05-06,True,3,4,5,4,3,8,AliExpress
10839,Matthew Carr,18,Motorola,Edge 50,787.08,USD,1.0,2.0,Negative,USA,English,2023-04-15,False,3,2,1,3,2,1,AliExpress
10840,Charlie Taylor,18,Motorola,Edge 50,268.06,GBP,0.78,2.0,Negative,UK,English,2024-11-30,True,2,3,2,1,1,6,eBay
10841,Vinícius Vieira,55,Apple,iPhone 15 Pro,939.32,BRL,5.7,4.0,Positive,Brazil,Portuguese,2024-04-25,False,3,3,4,5,5,4,AliExpress
10842,Scott Flores,34,Xiaomi,Redmi Note 13,520.95,USD,1.0,3.0,Positive,USA,English,2023-04-21,True,1,4,1,2,3,3,AliExpress
10843,James Delgado,40,Google,Pixel 6,784.55,CAD,1.38,2.0,Neutral,Canada,English,2023-09-17,True,2,2,1,4,2,1,BestBuy
10844,Morgan Pearson,38,Motorola,Edge 50,746.53,USD,1.0,2.0,Neutral,USA,English,2024-07-28,False,2,2,1,1,2,4,BestBuy
10845,Mr. Scott Glover,26,Motorola,Razr 40,376.44,AED,3.67,3.0,Neutral,UAE,English,2024-11-01,True,2,3,3,5,5,0,AliExpress
10846,Frau Emine Beer B.Eng.,45,OnePlus,OnePlus 12,629.24,EUR,0.93,4.0,Positive,Germany,German,2024-09-20,True,4,5,3,3,4,4,eBay
10847,Julie Schaefer,23,Xiaomi,Mi 13 Pro,391.93,AUD,1.53,3.0,Positive,Australia,English,2023-05-19,True,2,2,3,3,3,4,Flipkart
10848,Sr. Bryan Fonseca,33,Google,Pixel 8,519.4,BRL,5.7,1.0,Negative,Brazil,Portuguese,2024-05-16,False,1,1,1,1,1,3,Flipkart
10849,Dawn Campbell,21,Motorola,Edge 50,319.78,CAD,1.38,2.0,Negative,Canada,English,2025-07-12,True,1,1,2,2,1,2,AliExpress
10850,Iris Junitz,33,OnePlus,OnePlus Nord 3,907.5,EUR,0.93,3.0,Negative,Germany,German,2023-05-15,True,1,1,1,1,2,1,AliExpress
10851,Lopa Kalita,35,Motorola,Edge 50,217.55,INR,83.0,3.0,Positive,India,Hindi,2024-11-22,True,2,5,5,5,5,8,AliExpress
10852,Terrence Peck,27,OnePlus,OnePlus 12,491.47,AED,3.67,4.0,Positive,UAE,English,2025-02-21,True,3,3,4,4,4,8,AliExpress
10853,Eleanor Holt-Holt,47,Apple,iPhone 15 Pro,908.97,GBP,0.78,3.0,Positive,UK,English,2025-08-26,False,2,2,1,2,2,3,eBay
10854,Frank Black,25,Samsung,Galaxy Z Flip,1123.15,GBP,0.78,4.0,Positive,UK,English,2025-09-01,True,4,4,3,3,3,8,Flipkart
10855,Giovanna da Costa,30,Apple,iPhone 15 Pro,1423.62,BRL,5.7,2.0,Negative,Brazil,Portuguese,2024-03-30,False,2,2,3,1,2,2,eBay
10856,Valerie Smith,32,OnePlus,OnePlus 12,945.68,AED,3.67,3.0,Positive,UAE,English,2024-03-23,True,5,5,5,5,4,7,Amazon
10857,Harita Kale,49,Apple,iPhone SE,1101.03,INR,83.0,3.0,Positive,India,Hindi,2022-11-06,False,2,1,1,3,3,5,AliExpress
10858,Eric Walsh,39,Google,Pixel 8,847.27,GBP,0.78,4.0,Positive,UK,English,2024-10-21,True,3,3,1,4,3,1,BestBuy
10859,Mario Dominguez,23,Google,Pixel 7a,596.15,CAD,1.38,1.0,Negative,Canada,English,2023-06-01,True,1,1,1,1,1,2,BestBuy
10860,Kenneth Chambers,38,Google,Pixel 7a,809.44,AED,3.67,1.0,Negative,UAE,English,2025-03-04,True,2,1,1,2,1,3,BestBuy
10861,Dr. Justin Ritter PhD,37,Samsung,Galaxy Z Flip,758.01,AED,3.67,2.0,Negative,UAE,English,2023-06-23,True,2,1,3,1,2,2,Amazon
10862,Maria Simmons,27,Realme,Realme 12 Pro,317.71,AED,3.67,4.0,Positive,UAE,English,2024-07-09,True,4,4,3,4,4,5,eBay
10863,Wahab Rout,32,Xiaomi,Redmi Note 13,389.95,INR,83.0,1.0,Negative,India,Hindi,2024-08-10,True,1,1,1,1,1,4,Amazon
10864,Ágatha Alves,43,Realme,Realme Narzo 70,460.12,BRL,5.7,4.0,Positive,Brazil,Portuguese,2025-07-06,True,3,3,3,4,4,2,Flipkart
10865,Kate Williams,33,OnePlus,OnePlus Nord 3,496.62,GBP,0.78,4.0,Positive,UK,English,2024-02-09,True,4,2,4,4,3,5,BestBuy
10866,Christopher Conway,27,Google,Pixel 6,549.36,AED,3.67,4.0,Positive,UAE,English,2025-05-11,True,3,5,4,2,3,5,eBay
10867,Dr Nigel Marshall,32,Samsung,Galaxy Z Flip,1226.38,GBP,0.78,2.0,Neutral,UK,English,2023-01-01,True,1,1,1,2,2,2,eBay
10868,John Guerra,38,OnePlus,OnePlus Nord 3,427.17,USD,1.0,2.0,Neutral,USA,English,2023-03-30,False,3,1,2,1,1,2,eBay
10869,Ing. Dorle Müller,31,Xiaomi,Poco X6,328.2,EUR,0.93,5.0,Positive,Germany,German,2024-11-30,True,4,4,4,4,4,8,AliExpress
10870,Aahana Dewan,20,Samsung,Galaxy Z Flip,1371.35,INR,83.0,2.0,Neutral,India,Hindi,2023-12-28,False,3,3,3,2,1,1,AliExpress
10871,Jason Roberts DVM,30,Realme,Realme 12 Pro,509.11,CAD,1.38,3.0,Neutral,Canada,English,2025-04-19,True,3,4,4,3,4,6,eBay
10872,Corey Becker,18,OnePlus,OnePlus Nord 3,559.31,USD,1.0,1.0,Negative,USA,English,2025-04-13,False,1,1,1,1,1,0,BestBuy
10873,Scott Parks,30,Samsung,Galaxy Note 20,876.28,CAD,1.38,1.0,Neutral,Canada,English,2023-07-18,True,2,1,1,1,2,3,BestBuy
10874,Christopher Johnson,22,OnePlus,OnePlus 12,668.0899999999999,AUD,1.53,3.0,Neutral,Australia,English,2024-06-16,True,1,3,4,3,3,4,Flipkart
10875,Hannah Austin,28,Apple,iPhone 15 Pro,808.8,CAD,1.38,5.0,Positive,Canada,English,2025-01-22,True,3,3,3,5,5,5,Flipkart
10876,Mario Thomas,18,Xiaomi,Poco X6,478.3,AED,3.67,4.0,Positive,UAE,English,2023-01-13,False,2,4,4,5,2,6,Flipkart
10877,Angel Warren,38,Samsung,Galaxy S24,434.52,AUD,1.53,1.0,Negative,Australia,English,2023-08-23,True,1,1,1,1,3,2,Flipkart
10878,Natasha West,30,Apple,iPhone 13,1031.28,GBP,0.78,4.0,Positive,UK,English,2025-04-09,True,4,5,4,4,5,2,eBay
10879,Daniel Townsend,24,Xiaomi,Mi 13 Pro,459.74,CAD,1.38,4.0,Positive,Canada,English,2024-01-30,True,5,4,3,1,3,3,AliExpress
10880,Ronald Reynolds,32,Google,Pixel 6,595.02,CAD,1.38,2.0,Negative,Canada,English,2023-07-21,True,2,2,2,1,2,3,AliExpress
10881,Diana Campbell,25,Realme,Realme 12 Pro,584.68,AED,3.67,1.0,Negative,UAE,English,2025-02-25,True,1,1,2,2,2,0,Amazon
10882,Michael Chambers,22,Realme,Realme Narzo 70,425.43,AED,3.67,5.0,Positive,UAE,English,2025-07-10,True,4,4,5,4,5,3,eBay
10883,Leslie Wilson,40,Realme,Realme Narzo 70,392.82000000000005,USD,1.0,5.0,Positive,USA,English,2025-07-19,True,5,5,5,4,5,6,BestBuy
10884,Laura Turner,52,Samsung,Galaxy Z Flip,974.53,AED,3.67,5.0,Positive,UAE,English,2023-12-04,True,4,3,5,5,3,4,eBay
10885,Josué Azevedo,32,Motorola,Razr 40,450.91,BRL,5.7,4.0,Neutral,Brazil,Portuguese,2023-04-06,False,3,3,3,3,5,1,BestBuy
10886,Turvi Chandra,30,Xiaomi,Redmi Note 13,234.23,INR,83.0,3.0,Positive,India,Hindi,2023-12-04,True,3,3,4,3,4,7,eBay
10887,Ing. Lieselotte Keudel,46,Motorola,Razr 40,618.92,EUR,0.93,5.0,Positive,Germany,German,2023-03-19,True,4,4,5,4,3,3,BestBuy
10888,Jill Daly,18,Motorola,Moto G Power,507.99,GBP,0.78,1.0,Negative,UK,English,2023-08-10,True,1,1,1,1,2,0,Flipkart
10889,Prof. Rudolph Weiß B.Sc.,31,Xiaomi,Redmi Note 13,474.01,EUR,0.93,4.0,Positive,Germany,German,2024-05-14,True,4,4,5,2,3,6,Amazon
10890,Maria Isis Lopes,21,Google,Pixel 7a,950.11,BRL,5.7,5.0,Positive,Brazil,Portuguese,2025-09-12,True,5,5,5,5,5,2,Flipkart
10891,Kevin Moore,34,Google,Pixel 6,651.58,CAD,1.38,4.0,Neutral,Canada,English,2025-03-31,True,4,3,4,5,3,0,AliExpress
10892,Donna Lopez,29,Apple,iPhone 14,1342.86,CAD,1.38,5.0,Positive,Canada,English,2025-09-05,False,5,5,5,5,4,8,BestBuy
10893,Vasatika Parikh,24,Realme,Realme Narzo 70,428.65,INR,83.0,4.0,Positive,India,Hindi,2025-09-06,True,5,4,3,3,5,9,AliExpress
10894,Yolanda Tanner,36,OnePlus,OnePlus 12,885.88,CAD,1.38,4.0,Positive,Canada,English,2025-01-22,True,3,3,4,4,2,7,BestBuy
10895,Lekha Kibe,23,Samsung,Galaxy S24,509.68,INR,83.0,3.0,Negative,India,Hindi,2024-10-27,True,1,1,1,1,1,0,Flipkart
10896,Daisy Burton,27,Realme,Realme 12 Pro,238.59,AUD,1.53,2.0,Neutral,Australia,English,2025-06-26,False,3,2,2,2,1,0,Amazon
10897,Amy Sanchez,32,Motorola,Razr 40,305.01,CAD,1.38,3.0,Positive,Canada,English,2023-07-27,False,2,5,3,2,4,2,Flipkart
10898,Vaishnavi Deshpande,22,Xiaomi,Redmi Note 13,650.89,INR,83.0,1.0,Negative,India,Hindi,2025-09-18,True,2,1,1,2,1,4,Flipkart
10899,Whitney Johnston,26,Realme,Realme Narzo 70,293.77,USD,1.0,4.0,Positive,USA,English,2023-02-14,True,4,5,3,3,4,3,AliExpress
10900,Eduarda Fogaça,26,OnePlus,OnePlus 11R,684.78,BRL,5.7,2.0,Neutral,Brazil,Portuguese,2023-01-02,True,1,1,2,1,2,3,BestBuy
10901,Erin Gonzalez,18,Realme,Realme Narzo 70,562.95,USD,1.0,4.0,Positive,USA,English,2024-08-11,True,4,4,4,2,4,10,Amazon
10902,Madhav Mall,18,Realme,Realme Narzo 70,483.3,INR,83.0,2.0,Negative,India,Hindi,2025-08-03,True,3,1,1,1,2,1,AliExpress
10903,Megan Warner,20,Google,Pixel 8,799.52,AUD,1.53,4.0,Positive,Australia,English,2023-11-08,False,4,5,3,3,2,6,Amazon
10904,Maanas Rana,20,Apple,iPhone SE,1455.12,INR,83.0,5.0,Positive,India,Hindi,2025-03-07,True,4,5,5,5,5,5,Amazon
10905,Olga Trommler MBA.,30,Google,Pixel 8,991.89,EUR,0.93,2.0,Positive,Germany,German,2025-04-24,True,1,1,1,1,1,5,eBay
10906,Morgan Hobbs,21,Apple,iPhone 15 Pro,1389.67,AED,3.67,5.0,Positive,UAE,English,2025-01-16,True,5,4,5,5,4,3,AliExpress
10907,Debra Wheeler,23,Google,Pixel 8,949.44,CAD,1.38,3.0,Positive,Canada,English,2023-07-15,True,3,1,4,4,3,5,BestBuy
10908,Dr Ross Thompson,22,OnePlus,OnePlus 12,828.49,GBP,0.78,1.0,Negative,UK,English,2024-11-17,True,1,1,1,1,1,3,eBay
10909,Jade Monteiro,40,Google,Pixel 8,641.27,BRL,5.7,2.0,Neutral,Brazil,Portuguese,2025-02-04,True,2,3,1,1,1,3,Flipkart
10910,Luis Williams,34,Xiaomi,Mi 13 Pro,638.65,AUD,1.53,3.0,Positive,Australia,English,2022-11-18,True,2,2,4,1,1,5,Amazon
10911,Karl Cole,40,Xiaomi,Mi 13 Pro,244.1,GBP,0.78,4.0,Positive,UK,English,2023-07-05,False,3,3,1,5,4,5,eBay
10912,Lakshmi Murthy,18,Samsung,Galaxy Note 20,716.63,INR,83.0,4.0,Positive,India,Hindi,2023-08-01,True,5,2,3,4,5,6,Amazon
10913,Diane Manning,18,Apple,iPhone 15 Pro,929.42,USD,1.0,4.0,Positive,USA,English,2024-11-15,False,3,3,3,5,3,6,Amazon
10914,Herr Meik Pieper B.Sc.,34,Realme,Realme Narzo 70,181.84,EUR,0.93,3.0,Neutral,Germany,German,2023-05-28,False,2,3,2,3,3,2,Flipkart
10915,Friedhold Bärer,32,Apple,iPhone 14,1209.16,EUR,0.93,4.0,Positive,Germany,German,2023-12-05,True,3,4,4,4,3,2,BestBuy
10916,Anthony Marques,22,OnePlus,OnePlus 12,518.52,BRL,5.7,4.0,Positive,Brazil,Portuguese,2023-03-29,False,4,2,5,4,4,8,BestBuy
10917,Krish Mammen,37,Samsung,Galaxy Z Flip,1244.84,INR,83.0,4.0,Neutral,India,Hindi,2023-11-13,True,4,3,4,4,4,4,AliExpress
10918,Danielle Brown,27,Realme,Realme Narzo 70,392.82000000000005,CAD,1.38,3.0,Positive,Canada,English,2023-07-28,True,3,2,3,2,1,3,Flipkart
10919,Jeffrey Leblanc,31,Realme,Realme Narzo 70,526.86,AED,3.67,3.0,Positive,UAE,English,2024-01-17,True,3,5,4,4,3,6,AliExpress
10920,Courtney Howard,18,Motorola,Moto G Power,647.38,CAD,1.38,1.0,Negative,Canada,English,2022-12-07,True,1,1,4,1,2,3,Amazon
10921,Daniel Clark,31,Xiaomi,Redmi Note 13,447.87,USD,1.0,3.0,Negative,USA,English,2023-01-28,True,1,1,1,1,1,2,Amazon
10922,Amanda Wilson,30,Realme,Realme 12 Pro,204.84,USD,1.0,2.0,Negative,USA,English,2024-03-07,False,1,1,2,1,2,1,BestBuy
10923,Jaclyn Ramos,18,Samsung,Galaxy Note 20,1029.03,CAD,1.38,3.0,Neutral,Canada,English,2023-10-06,True,3,2,2,3,2,4,Flipkart
10924,Henry Mendes,24,Apple,iPhone 14,1377.71,BRL,5.7,4.0,Neutral,Brazil,Portuguese,2023-01-19,True,3,5,4,2,2,2,Amazon
10925,Misty Baldwin,37,OnePlus,OnePlus 12,704.42,USD,1.0,4.0,Neutral,USA,English,2025-08-18,True,3,5,2,3,2,5,eBay
10926,Anvi Halder,28,Apple,iPhone 14,778.39,INR,83.0,4.0,Neutral,India,Hindi,2023-03-14,True,1,5,5,2,2,0,Flipkart
10927,Joanne Perry,18,Realme,Realme Narzo 70,337.02,AED,3.67,2.0,Neutral,UAE,English,2022-12-04,False,3,1,1,1,1,1,AliExpress
10928,Viraj Ahuja,28,Xiaomi,Mi 13 Pro,570.42,INR,83.0,1.0,Neutral,India,Hindi,2023-08-05,True,1,1,1,1,1,1,Flipkart
10929,Michele Graves,32,Apple,iPhone 15 Pro,1445.98,CAD,1.38,2.0,Negative,Canada,English,2024-09-12,True,1,2,2,1,1,2,BestBuy
10930,Daniel Bass,51,Google,Pixel 8,921.06,AUD,1.53,3.0,Neutral,Australia,English,2024-11-07,True,3,4,1,3,4,1,Amazon
10931,Mary Miller,33,Google,Pixel 7a,511.74,AED,3.67,3.0,Positive,UAE,English,2022-10-30,True,2,4,1,1,3,4,eBay
10932,Stanley Roberts,34,Apple,iPhone SE,1113.41,AUD,1.53,3.0,Neutral,Australia,English,2023-07-15,True,2,2,2,3,4,0,eBay
10933,Ms Lisa Mason,20,OnePlus,OnePlus 12,534.0,GBP,0.78,2.0,Positive,UK,English,2025-02-24,True,1,1,2,4,1,3,AliExpress
10934,Brooke Grimes,24,Xiaomi,Redmi Note 13,664.53,USD,1.0,3.0,Positive,USA,English,2025-09-08,True,3,4,3,1,2,4,eBay
10935,Anthony Gabriel Abreu,40,Google,Pixel 6,619.84,BRL,5.7,3.0,Neutral,Brazil,Portuguese,2024-07-29,True,2,2,1,1,4,0,Flipkart
10936,Egbert Pruschke,31,Xiaomi,Redmi Note 13,621.18,EUR,0.93,3.0,Positive,Germany,German,2024-06-05,True,3,1,3,2,1,7,eBay
10937,Emilia Süßebier,18,Samsung,Galaxy S24,1098.56,EUR,0.93,2.0,Positive,Germany,German,2025-05-01,True,1,1,1,2,1,7,Amazon
10938,Dr Margaret Thompson,51,Motorola,Moto G Power,240.04,GBP,0.78,3.0,Positive,UK,English,2025-07-28,True,4,3,1,2,3,2,AliExpress
10939,Bradley Clements,32,Apple,iPhone 14,1416.96,USD,1.0,2.0,Negative,USA,English,2023-11-13,True,1,1,1,1,3,3,Flipkart
10940,Kerstin Ullmann,30,Realme,Realme 12 Pro,181.04,EUR,0.93,5.0,Positive,Germany,German,2022-12-25,True,3,5,5,3,5,6,Flipkart
10941,Ravy Barros,47,OnePlus,OnePlus 11R,975.11,BRL,5.7,4.0,Positive,Brazil,Portuguese,2023-01-29,True,3,4,2,3,3,2,eBay
10942,Michelle Johnson,25,Apple,iPhone 15 Pro,924.85,AED,3.67,3.0,Neutral,UAE,English,2022-12-11,True,2,3,4,3,1,3,AliExpress
10943,Gina Miller,43,Motorola,Razr 40,220.24,AUD,1.53,5.0,Positive,Australia,English,2024-02-24,True,4,5,4,5,5,2,Flipkart
10944,Tammy Zimmerman,29,Motorola,Moto G Power,681.15,CAD,1.38,4.0,Positive,Canada,English,2025-03-28,False,1,2,3,4,4,3,AliExpress
10945,Lisa Pruitt,40,OnePlus,OnePlus 11R,676.05,AED,3.67,4.0,Positive,UAE,English,2025-06-22,True,2,2,5,3,4,2,eBay
10946,Ronald Hernandez,33,Realme,Realme Narzo 70,502.88,AED,3.67,3.0,Negative,UAE,English,2024-07-14,True,2,3,3,3,2,4,BestBuy
10947,Neil Roberts,36,Realme,Realme Narzo 70,598.72,GBP,0.78,2.0,Neutral,UK,English,2025-10-17,True,2,1,5,2,1,0,Amazon
10948,Rebecca Zavala,21,Google,Pixel 6,626.07,AUD,1.53,3.0,Neutral,Australia,English,2024-11-28,True,2,3,5,1,2,4,Flipkart
10949,Lisa Butler DVM,26,Apple,iPhone 14,1125.72,AUD,1.53,4.0,Positive,Australia,English,2023-11-24,True,3,3,3,4,4,3,AliExpress
10950,Lívia Garcia,34,Realme,Realme 12 Pro,359.2,BRL,5.7,4.0,Positive,Brazil,Portuguese,2023-06-11,True,4,4,3,3,4,4,Flipkart
10951,Dr Melanie Bailey,25,Motorola,Razr 40,698.19,GBP,0.78,2.0,Negative,UK,English,2023-12-20,True,1,3,2,1,1,7,eBay
10952,Eric Hancock,41,Xiaomi,Mi 13 Pro,228.48,USD,1.0,3.0,Positive,USA,English,2023-01-18,False,3,1,4,4,4,4,eBay
10953,Shawn Alvarado,18,Realme,Realme 12 Pro,393.39,USD,1.0,4.0,Positive,USA,English,2025-10-01,True,3,1,4,5,3,5,AliExpress
10954,Nicole Deleon,36,Apple,iPhone 13,775.05,AED,3.67,4.0,Positive,UAE,English,2024-11-24,True,4,4,4,4,3,12,eBay
10955,Aarna Cherian,22,Xiaomi,Redmi Note 13,361.22,INR,83.0,2.0,Neutral,India,Hindi,2025-01-04,False,1,2,5,1,2,2,Flipkart
10956,Dipl.-Ing. Reinald Ortmann,19,Xiaomi,Redmi Note 13,498.24,EUR,0.93,5.0,Positive,Germany,German,2023-04-09,False,5,5,5,3,3,5,AliExpress
10957,Elizabeth Grant,35,Google,Pixel 7a,809.44,AED,3.67,4.0,Positive,UAE,English,2023-03-21,True,3,4,4,3,4,7,Amazon
10958,Jacob Hawkins,30,Xiaomi,Redmi Note 13,538.83,CAD,1.38,2.0,Positive,Canada,English,2023-02-16,False,2,3,4,3,1,2,BestBuy
10959,Megan Roy,45,Samsung,Galaxy Z Flip,905.38,AUD,1.53,4.0,Positive,Australia,English,2024-04-24,True,3,3,3,5,2,2,eBay
10960,Ana Cecília Novais,33,OnePlus,OnePlus Nord 3,520.86,BRL,5.7,3.0,Negative,Brazil,Portuguese,2023-07-13,True,2,3,4,2,2,4,Amazon
10961,Rebeca Sousa,23,Apple,iPhone SE,1101.03,BRL,5.7,3.0,Neutral,Brazil,Portuguese,2025-02-19,True,3,1,3,2,4,2,Flipkart
10962,Eshana Batra,22,Apple,iPhone SE,973.49,INR,83.0,3.0,Positive,India,Hindi,2023-12-04,True,3,3,4,2,1,2,AliExpress
10963,Donna Green-Burns,37,Samsung,Galaxy Z Flip,847.33,GBP,0.78,2.0,Neutral,UK,English,2023-12-29,True,2,1,1,2,1,0,BestBuy
10964,Lori Glass,24,Google,Pixel 6,968.86,CAD,1.38,4.0,Neutral,Canada,English,2023-06-04,True,4,5,4,3,3,3,Flipkart
10965,Katherine Soto,24,OnePlus,OnePlus 12,919.95,CAD,1.38,3.0,Positive,Canada,English,2025-01-22,True,3,1,3,1,3,2,Flipkart
10966,Hiral Bassi,53,Samsung,Galaxy A55,455.6,INR,83.0,3.0,Neutral,India,Hindi,2023-01-30,True,1,2,1,3,1,2,Amazon
10967,Caleb Gonzales,50,Xiaomi,Redmi Note 13,450.8,AED,3.67,3.0,Neutral,UAE,English,2024-12-25,True,3,3,3,3,3,2,Amazon
10968,Veronica Macias,21,Google,Pixel 7a,767.08,CAD,1.38,3.0,Positive,Canada,English,2024-07-21,True,2,3,4,1,1,4,BestBuy
10969,Sherry Valentine,32,Motorola,Moto G Power,478.67,CAD,1.38,3.0,Neutral,Canada,English,2024-09-11,True,3,2,3,4,2,1,eBay
10970,Stephanie Wilkins,39,Realme,Realme 12 Pro,437.57,GBP,0.78,4.0,Positive,UK,English,2023-01-27,True,3,3,4,3,4,6,Flipkart
10971,Univ.Prof. Kunigunda Stadelmann,22,Motorola,Razr 40,535.43,EUR,0.93,2.0,Neutral,Germany,German,2024-12-14,True,2,1,1,1,4,2,AliExpress
10972,Gaetano Fischer,18,Xiaomi,Redmi Note 13,450.8,EUR,0.93,4.0,Neutral,Germany,German,2022-10-30,False,4,3,3,4,2,1,Amazon
10973,James Ryan,36,Google,Pixel 8,823.68,USD,1.0,4.0,Positive,USA,English,2024-09-03,True,4,5,4,5,2,2,Flipkart
10974,Amanda Nichols,38,Realme,Realme 12 Pro,458.78,AUD,1.53,4.0,Positive,Australia,English,2023-12-07,True,3,4,4,4,3,5,eBay
10975,Ian Kennedy,18,Samsung,Galaxy A55,731.26,CAD,1.38,2.0,Negative,Canada,English,2025-08-30,True,2,2,1,3,2,2,BestBuy
10976,Linda Santos,26,Motorola,Razr 40,377.48,CAD,1.38,4.0,Positive,Canada,English,2024-10-17,True,2,1,2,4,4,3,Flipkart
10977,Omar Vega,36,Samsung,Galaxy Z Flip,850.76,AED,3.67,1.0,Negative,UAE,English,2024-02-20,True,1,1,2,1,1,0,AliExpress
10978,Helen Taylor-Gill,57,Apple,iPhone SE,1301.38,GBP,0.78,5.0,Positive,UK,English,2024-03-05,True,2,5,4,4,5,4,AliExpress
10979,Ayush Talwar,33,Apple,iPhone SE,1058.13,INR,83.0,5.0,Positive,India,Hindi,2024-08-23,True,5,2,4,4,3,2,BestBuy
10980,Arthur Stroh,49,Xiaomi,Mi 13 Pro,474.47,EUR,0.93,3.0,Positive,Germany,German,2024-10-01,True,2,3,3,1,2,5,Flipkart
10981,Indrajit Yadav,36,Xiaomi,Redmi Note 13,628.95,INR,83.0,5.0,Positive,India,Hindi,2022-10-31,True,3,4,4,4,5,8,BestBuy
10982,Tomas Meister,46,Xiaomi,Redmi Note 13,418.54,EUR,0.93,5.0,Positive,Germany,German,2024-10-26,True,5,3,4,4,5,6,Flipkart
10983,Praneel Tripathi,25,Google,Pixel 6,523.01,INR,83.0,4.0,Positive,India,Hindi,2024-01-06,True,4,5,5,4,4,6,AliExpress
10984,Gretchen Meyer,29,OnePlus,OnePlus 11R,918.62,EUR,0.93,3.0,Positive,Germany,German,2024-08-30,True,4,3,1,4,3,3,eBay
